relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0098747.pdf_337_337_37_37_21_21	C5/HP:0001909|Leukemia	{37}	{21}	{Cell,culture,The,murine,macrophage,cell,line,RAW264,.7,",",derived,from,a,BALB,/,c,mouse,tumor,induced,by,Abelson,leukemia,virus,[,25,],",",and,the,cell,line,ANA-1,",",obtained,by,immortalization,of,C5,7BL,/,6,mouse,bone,marrow,cells,[,26,],",",were,purchased,from,the,Type,Culture,Collection,of,the,Chinese,Academy,of,Sciences,",",Shanghai,",",China,.}	{gOO3,"3 ."}	{"The cells were cultured in RPMI 1640 medium ( Gibico , USA ) supplemented with 10 % fetal bovine serum ( FBS ) in a humidiﬁed atmosphere of 5 % CO2 and 95 % air at 37 ° C. High Five ( Hi 5 ) insect cells were cultured following standard procedures ( Invitrogen , USA ) .","Cells were grown at 27 ° C in GIBCO insect culture medium ( Invitrogen ) supplemented with 5 % heat-inactivated FBS ( Thermo , USA ) ."}	0.238
RELATION_GENEHPOTERM_journal.pgen.0010068.pdf_12_12_20_20_23_24	HSD17B1/HP:0012125|Prostate cancer	{20}	{23,24}	{Analyses,stratified,by,age,",",body,mass,index,",",and,family,history,of,disease,found,no,subgroup-specific,associations,between,these,HSD17B1,htSNPs,and,prostate,cancer,.}	{"The Breast and Prostate Cancer Cohort Consortium researchers systematically characterized variation in HSD17B1 by targeted resequencing and dense genotyping ; selected haplotype-tagging single nucleotide polymorphisms ( htSNPs ) that efficiently predict common variants in U.S. and European whites , Latinos , Japanese Americans , and Native Hawaiians ; and genotyped these htSNPs in 8,290 prostate cancer cases and 9,367 study - , age - , and ethnicity-matched controls .","We found no evidence that HSD17B1 htSNPs ( including the nonsynonymous coding SNP S312G ) or htSNP haplotypes were associated with risk of prostate cancer or tumor stage in the pooled multiethnic sample or in U.S. and European whites ."}	{"We found significant evidence of heterogeneity in associations between HSD17B1 haplotypes and prostate cancer across ethnicity : one haplotype had a significant ( p < 0.002 ) inverse association with risk of prostate cancer in Latinos and Japanese Americans but showed no evidence of association in African Americans , Native Hawaiians , or whites .","However , the smaller numbers of Latinos and Japanese Americans in this study makes these subgroup analyses less reliable ."}	0.234
RELATION_GENEHPOTERM_journal.pntd.0002478.pdf_169_169_27_30_3_3	epidermal_growth_factor_receptor/HP:0100522|Thymoma	{27,28,29,30}	{3}	{(,v-akt,murine,thymoma,viral,oncogene,homolog,l,),",",BCLI,(,B-cell,GLL/lymphoma,1,),",",BGL2,",",BGL2L1l,(,BCL2-like,ll,),",",EGFR,(,epidermal,growth,factor,receptor,),",",jun,",",MCLI,(,myeloid,cell,leukemia,sequence,1,),",",MYG,(,v-myc,myelocytomatosis,viral,oncogene,homolog,),",",p53,and,PTEN,(,phosphatase,and,tensin,homolog,),",",that,belong,to,pro-,",",anti-apoptotic,and,proliferation,pathways,;,IL-1B,",",IL-6,",",p50,NF-KB,",",p65,NF-KB,",",TLR-4,belonging,to,innate,immune,response,pathways,;,NPCI,(,Niemann-Pick,disease,",",type,Cl,),involved,in,intracellular,cholesterol,trafficking,;,PI3,(,peptidase,inhibitor,3,),an,anti-microbial,peptide,",",Dicerl,and,DROSHA,involved,in,miRNA,expression,and,GGNDI,(,cyclin,D1,),involved,in,the,cell,cycle,.}	{"Several noteworthy transcripts virtually targeted by deregulated miRNAs over the infection time course were highlighted .","These highly targeted genes included AKTI"}	{"The target lists identiﬁed at each time point were then subjected to pathway analysis using the Cytoscape Plug-In BINGO after GO enrichment focusing on molecular functions , cellular components and biological processes .","Several pathways have been highlighted during the infection time course ."}	0.844
RELATION_GENEHPOTERM_journal.pone.0011780.pdf_582_582_7_7_12_13	FRA7H/HP:0012125|Prostate cancer	{7}	{12,13}	{miR-29a,is,located,in,the,fragile,site,FRA7H,",",is,deleted,in,prostate,cancer,[,32,],and,is,down-regulated,in,serous,ovarian,cancer,[,33,],.}	{"cervical samples .","Interestingly , miR-26a-1 is located in sites of frequent chromosomal instability [ 14 ] and it is down-regulated in many other tumour types , namely in thyroid anaplastic [ 30 ] and breast carcinomas [ 31 ] ."}	{"We also have found that miR-29a can potentially target BCLQLQ , VEGFA and CDK6 , which are involved in cancer initiation and progression ( see table S2 ) .","Therefore , these miRNAs may be involved in the cervical carcinogenesis mechanism ."}	0.214
RELATION_GENEHPOTERM_journal.pone.0031853.pdf_710_710_22_22_32_32	FABP2/HP:0002155|Hypertriglyceridemia	{22}	{32}	{Vimaleswaran,KS,",",Radha,V,",",l,"\\\\",’,lohan,V,(,2006,),Thr54,allele,carriers,of,the,Ala54Thr,variant,of,FABP2,gene,have,associations,with,metabolic,syndr,~,ome,and,hypertriglyceridemia,in,urban,South,Indians,.}	{"Diabetes Res Clin Pract 67 : 36442 .","4 ."}	{"l \\\\ ’ letabo1ism 55 : 122241226 .","5 ."}	0.85
RELATION_GENEHPOTERM_journal.pone.0002392.pdf_372_372_17_17_12_13	thymoma/HP:0003003|Colon cancer	{17}	{12,13}	{The,diverse,expression,levels,of,core,exon,probe,sets,in,COLIIAI,between,colon,cancer,and,MG,—,thymoma,tumors,may,unveil,many,unknown,smaller,transcripts,",",relevant,to,different,types,of,cancer,.}	{"In the collagen COLIAI gene , we detected upregulation in both MG — thymoma and colon cancer .","Another collagen important for cartilage collagen formation and for organization of the extracellular matrix [ 73 ] , COLIIAI , was upregulated in MG — thymoma , perhaps reﬂecting a compensation mechanism ( s ) over the degradation of its protein product ."}	{"Currently , most of cancer research is conducted using","A ‘ DPT I MG — thymoma I Thymus oontrol 1200 I Colon cancer Colon control 30 600 _ ‘ § 400 - J E o J , J -3 ‘ 2446150 2443152 2443155 2446164 C < DPT 6 < EN6E6T ' I ' T00000066539 E 3 ‘ 44.24 Kb Reverse strand - o 5 ’ 166.93 Mb 166.94 Mb 166.94 MD 16694 Mb 166.65 Mb 166.96 MD 16696 Mb 165.9 ?"}	0.336
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0070301.pdf_372_372_23_23_35_36_UNSUP	insulin/HP:0000819|Diabetes mellitus	{23}	{35,36}	{Jenkins,AB,",",Samaras,K,",",Carey,DG,",",Kelly,P,",",Campbell,LV,(,2000,),Improved,indices,of,insulin,resistance,and,insulin,secretion,for,use,in,genetic,and,population,studies,of,type,2,diabetes,mellitus,.}	{"Diabetes 52 : 105241055 .","5 ."}	{"Twin Res 3 : 1484151 .","6 ."}	0.936
RELATION_GENEHPOTERM_SCPDFS_28680.pdf_275_275_44_44_40_41	SW/HP:0003002|Breast carcinoma	{44}	{40,41}	{Lavialle,",",C.,",",Modjtahedi,",",N.,",",Lamonerie,",",T.,",",Frebourg,",",T.,",",Landin,",",R.-M.,",",Fossar,",",N.,",",Lhomond,",",G.,",",Cassingena,",",R.,and,Brison,",",O.,(,1989,),The,human,breast,carcinoma,cell,line,SW,613-S,:,an,experimental,system,to,study,tumor,heterogeneity,in,relation,to,c-myc,ampliﬁcation,",",growth,factor,production,and,other,markers,(,review,),.}	{"Nucleic Acids Res .","17 , 6499-6514 ."}	{"Anticancer Res .","9 , 1265-1280 ."}	0.694
RELATION_GENEHPOTERM_SCPDFS_19515.pdf_76_76_3_3_43_46	AQP3/HP:0006739|Squamous cell carcinoma of the skin	{3}	{43,44,45,46}	{The,involvement,of,AQP3,has,previously,been,reported,in,colorectal,carcinogenesis,(,Moon,et,al.,",",2003,),",",human,lung,(,Liu,et,al.,",",2007,),and,gastric,adenocarcinomas,(,Huang,et,al.,",",2010,),",",as,well,as,human,skin,squamous,cell,carcinomas,(,Hara,.}	{"In addition , melanoma cells that do not naturally express AQP1 were found to have a lower migratory capacity ( Papadopoulos et al. , 2008 ) .","Thus , consensus on the important role of AQP1 in angiogenesis , cell proliferation and cell migration , all necessary processes for tumori — genesis is well established so far for AQP1 ."}	{"— .","Chikuma and Verkman , 2008a ; Hara ."}	0.544
RELATION_GENEHPOTERM_journal.pone.0059636.pdf_184_184_552_552_387_388	THRSP/HP:0001258|Spastic paraplegia	{552}	{387,388}	{Gene,symbol,Gene,or,function,q-value,FC,Upregulated,PCK1,phosphoenolpyruvate,carboxykinase,1,(,soluble,),o,28.87,1,2,ABCB1,ATP,—,binding,cassette,",",sub,—,fami,|,y,B,(,MDR/TAP,),",",member,1,o,6.26,3,MOGAT1,monoacylglycerol,O,—,acyltransferase,1,o,5.80,4,CDKN2B,cyclin,—,dependent,kinase,inhibitor,2B,(,melanoma,",",p16,",",inhibits,CDK4,),0.008,5.48,5,FABP1,fatty,acid,binding,protein,1,",",liver,o,4.94,6,ABCG5,ATP,—,binding,cassette,",",sub,—,fami,|,y,G,(,WHITE,),",",member,5,(,sterolin,1,),o,4.61,7,RBM38,RNA,binding,motif,protein,38,o,4.29,8,LOC428660,similar,to,very,large,inducible,GTPase,—,1,o,3.90,9,CHAC1,ChaC,",",cation,transport,regulator,homolog,1,(,E.,coll,),0.005,3.65,10,GCLC,g,|,utamate,—,cysteine,ligase,",",catalytic,subunit,0.009,3.65,11,RCJMB04_16d24,ELOVL,family,member,6,",",elongation,of,long,chain,fatty,acids,o,3.37,12,GALE,UDP,»,ga,|,actose,—,4,—,epimerase,o,3.36,13,NCAM1,Neural,cell,adhesion,molecule,1,o,3.30,14,APOA4,apolipoprotein,A,»,|,V,o,3.27,15,ADFP,Adipose,differentiation,—,re,|,ated,protein,0.010,3.24,16,SIK1,salt-inducible,kinase,1,0.003,3.22,17,TMCC2,transmembrane,and,coi,|,ed,—,coi,|,domain,family,2,o,3.16,18,BRP44L,brain,protein,44,—,|,ike,0.005,3.13,19,ELOVL2,elongation,of,very,long,chain,fatty,acids,—,like,2,o,3.12,20,ALDH18A1,aldehyde,dehydrogenase,18,family,",",member,A1,0.006,2.99,21,RCJMB04_5k4,selenoprotein,I,o,2.93,22,DBC1,deleted,in,bladder,cancer,1,0.019,2.91,23,ELOVL1,elongation,of,very,long,chain,fatty,acids,0.007,2.87,24,LOC420707,hypothetical,gene,supported,by,CR386894,o,2.73,25,WDR66,WD,repeat,domain,66,0.011,2.73,26,SEC22C,SEC22,vesicle,trafﬁcking,protein,homolog,C,(,S.,cerevisiae,),o,2.70,27,ABI3,ABI,gene,family,",",member,3,o,2.68,28,EREG,epiregulin,0.026,2.68,29,MFSD2,major,facilitator,superfamily,domain,containing,2,o,2.66,30,FICD,FIC,domain,containing,0.014,2.64,31,C7orf23,chromosome,7,open,reading,frame,23,0.008,2.61,32,FADS2,Fatty,acid,desaturase,2,0.003,2.60,33,SERPINA3,serpin,peptidase,inhibitor,",",clade,A,",",member,3,0.019,2.58,34,SPG20,spastic,paraplegia,20,(,Troyer,syndrome,),0.004,2.56,35,|,L10RB,interleukin,10,receptor,",",beta,0.005,2.55,36,SLC39A8,solute,carrier,family,39,(,zinc,transporter,),",",member,8,0.005,2.54,37,SH3YL1,SH3,domain,containing,",",Ysc84,—,|,ike,1,(,S.,cerevisiae,),o,2.53,38,CRAT,carnitine,acetyltransferase,0.031,2.52,39,SEBOX,SEBOX,homeobox,0.012,2.49,40,SOCS3,suppressor,of,cytokine,signaling,3,0.019,2.44,41,LOC421910,similar,to,Acp1,protein,0.004,2.40,42,SOCS1,suppressor,of,cytokine,signaling,1,0.006,2.35,43,ATOH8,Atonal,homolog,8,(,Drosophila,),0.006,2.29,44,IRG1,immunoresponsive,1,homolog,(,M.,muscu/us,),0.020,2.28,45,ECE1,endothelin,converting,enzyme,1,o,2.25,46,FADS1,fatty,acid,desaturase,1,0.005,2.25,47,ABCD3,ATP,—,binding,cassette,",",sub,—,fami,|,y,D,(,ALD,),",",member,3,0.005,2.23,48,SLC16A5,solute,carrier,family,16,",",member,5,(,monocarboxylic,acid,transporter,6,),o,2.22,49,THRSP,thyroid,hormone,responsive,(,SPOT14,homolog,",",R.,norvegicus,),o,2.22}	{"Genes differentially expressed ( q < 0.05 ) in capons ’ livers compared to control livers of male White Leghorn chickens .","Androgen and PCK1 Gene"}	{"PLOS ONE | www .","p | osone.org 5 March 2013 | Volume 8 | Issue 3 | e59636"}	0.952
RELATION_GENEHPOTERM_journal.pone.0013989.pdf_78_78_41_41_13_13	nicastrin/HP:0003006|Neuroblastoma	{41}	{13}	{Shipley,et,al.,[,32,],found,that,HSV,—,1,infection,of,neuroblastoma,cells,led,to,the,appearance,of,a,55-kDa,C-terminal,fragment,of,APP,",",and,Wozniack,et,al.,[,33,],found,that,BACE1,(,B-secretase,),and,nicastrin,(,an,essential,component,of,1,/,-,secretase,complex,),immunolabeling,is,increased,in,the,brains,of,HSV-1-infected,mice,.}	{"Wozniack et al. [ 31 ] reported the accumulation of AB peptides in neurons and mouse brains infected with HSV — 1 , and they also demonstrated the presence of the viral genome within amyloid plaques in AD brains .","Other studies suggest that HSV — 1 infection can interfere with APP processing ."}	{"We recently reported that HSV — 1 produces marked changes in neuronal excitability and intracellular Ca2 + signalling that cause APP phosphorylation and intracellular AB accumulation in rat cortical neurons [ 34 ] .","Taken together , these ﬁndings prompted us to investigate the role of HSV — 1 in promoting the formation in neurons of multiple neurotoxic APP fragments that can contribute to the development of AD ."}	0.392
RELATION_GENEHPOTERM_journal.pgen.1004335.pdf_693_693_26_26_38_39	insulin/HP:0001397|Hepatic steatosis	{26}	{38,39}	{Kammoun,HL,",",Chabanon,H,",",Hainault,I,",",Luquet,S,",",l,"\\\\",’,1agnan,C,",",et,al.,(,2009,),GRP78,expression,inhibits,insulin,and,ER,stress,~,induced,SREBP,~,lc,activation,and,reduces,hepatic,steatosis,in,mice,.}	{"IntJ Biochem Cell Biol 39 : 184341851 .",.}	{"J Clin Invest 119 : 120141215 .",.}	0.304
RELATION_GENEHPOTERM_journal.pone.0098335.pdf_54_54_19_19_46_46	COPD/HP:0002097|Emphysema	{19}	{46}	{Subjects,were,excluded,if,they,had,at,least,one,of,the,following,criteria,:,a,history,of,asthma,",",COPD,exacerbations,within,6,weeks,",",chronic,respiratory,failure,",",contraindications,to,either,CT,or,pulmonary,function,tests,",",and,abnormalities,on,plain,chest,X-rays,other,than,emphysema,and,/,or,minor,linear,opacities,.}	{"Study subjects Subjects with COPD or without COPD ( non-COPD ) were recruited if they met all of the following criteria : male , age between 40 and 85 years , and former or current cigarette smoker with more than 10 pack-years of smoking .","COPD was diagnosed according to the Global Initiative for Chronic Obstructive Lung Disease guidelines ( GOLD ) : post-bronchodilator FEV1/FVC [ ratio of forced expiratory volume in one second ( FEVI ) to forced vital capacity ( FVC ) ] less than 70 % [ 16 ] ."}	{"Each subject underwent a complete medical interview , physical examination , pulmonary function tests , and chest CT on the same day .","Pulmonary function tests Patients performed standardized spirometry using the KoKo spirometer ( nSpire Health Inc. , Longmont , CO , USA ) before and after inhaling 400 [ Lg salbutamol ( V entolin , GlaxoSmithKline , Middlesex , UK ) ."}	0.396
RELATION_GENEHPOTERM_journal.pone.0094096.pdf_545_545_20_20_28_28	FEN1/HP:0009733|Glioma	{20}	{28}	{Chen,YD,",",Zhang,X,",",Qu,XG,",",Li,J,",",Yuan,Q,et,al.,(,2013,),Functional,FEN1,genetic,Variants,and,haplotypes,are,associated,with,glioma,risk,.}	{"Liu L , VVu G , Xue F , Li Y , Shi J , et al. ( 2013 ) Functional CYP1A1 genetic Variants , alone and in combination with smoking , contribute to development of head and neck cancers .","EurJ Cancer 49:2143 * 2151 ."}	{"J Neurooncol 111:145 — 151 ."}	0.826
RELATION_GENEHPOTERM_journal.pone.0083195.pdf_459_459_15_15_29_30	interferon/HP:0001402|Hepatocellular carcinoma	{15}	{29,30}	{Nishiguchi,S,",",Tamori,A,",",Kubo,S,(,2005,),Effect,of,long-term,postoperative,interferon,therapy,on,intrahepatic,recurrence,and,survival,rate,after,resection,of,hepatitis,C,virus-related,hepatocellular,carcinoma,.}	{"doi :10.1053 / j. gastro .2011.03.010 .","PubMed : 21419770 ."}	{"Intervirology 48 : 71-75 .","doi :10.1159 / 000082098 ."}	0.492
RELATION_GENEHPOTERM_SUP_MAP_journal.ppat.1000510.pdf_93_93_38_38_3_3_UNSUP	Cryopyrin/HP:0001945|Fever	{38}	{3}	{These,hereditary,periodic,fever,syndromes,are,MuckleWells,syndrome,(,MWS,),",",familial,cold,autoinﬂammatory,syndrome,(,FACS,),",",and,neonatal-onset,multisystem,inﬂammatory,disease,(,N,OMID,),",",and,they,are,collectively,referred,to,as,the,Cryopyrin,/,NALP3-associated,periodic,syndromes,(,CAPS,),[,12,],.}	{"Eg } PLoS Pathogens | www .","p | ospathogens.org autoinﬂammatory disorders characterized by skin rashes and prolonged episodes of fever in the absence of any apparent infection ."}	{"Functional studies revealed that the disease-associated Cryopyrin/NALP3 mutations enhance caspase-1 activation and IL-1 [ 3 secretion [ 26 ] .","Indeed , mononuclear cells from CAPS patients spontaneously"}	0.878
RELATION_GENEHPOTERM_journal.pone.0049064.pdf_713_713_19_19_31_31	ERK/HP:0009733|Glioma	{19}	{31}	{Jeong,JC,",",Kim,NIS,",",Kim,TH,",",Kim,YK,(,2009,),Kaempferol,induces,cell,death,through,ERK,and,Akt-dependent,down,~,regulation,of,XIAP,and,survivin,in,human,glioma,cells,.}	{"Lab Invest 90 : 7624773 .",.}	{"Neurochem Res 34 : 99141001 .","VVangJ , Yang L , YangJ , Kuropatwinski K , VVang VV , et al. ( 2008 ) Transforming growth factor beta induces apoptosis through repressing the phosphoinositide 3kinase/AKT/survivin pathway in colon cancer cells ."}	0.63
RELATION_GENEHPOTERM_journal.pone.0017193.pdf_213_213_16_16_13_13	PML/HP:0001909|Leukemia	{16}	{13}	{One,study,performed,by,Scaglioni,et,al.,demonstrated,that,CK2,phosphorylated,the,promyelocytic,leukemia,protein,(,PML,",",a,tumor,suppressor,),and,targeted,it,for,degradation,by,the,proteasome,[,34,],.}	{"resistance to apoptotic signals .","What could be the functional consequence of nuclear accumulation of CK2 in cancer cells ?"}	{"Loss of the critical CK2 phosphorylation site in PML resulted in stabilization of this protein , enhancement of PML-induced apoptosis .","Moreover , in human non-small cell lung cancers , there is an inverse relationship between PML expression and CK ?"}	0.972
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_46304.pdf_376_376_14_15_25_25_UNSUP	apolipoprotein_E/HP:0003124|Hypercholesterolemia	{14,15}	{25}	{31,Sullivan,",",P.M.,et,al.,(,1997,),Targeted,replacement,of,the,mouse,apolipoprotein,E,gene,with,the,common,human,APOE3,allele,enhances,diet-induced,hypercholesterolemia,and,atherosclerosis,.}	{"Nature 415 , 171-175","TRENDS in Genetics Vol .23 No. 5 231"}	{"J. Biol .","Chem ."}	0.918
RELATION_GENEHPOTERM_journal.pgen.1000373.pdf_1306_1306_23_24_29_29	neurexin_1/HP:0100753|Schizophrenia	{23,24}	{29}	{Rujescu,D,",",Ingason,A,",",Cichon,S,",",Pietilainen,OP,",",Barnes,IVIR,",",et,al.,(,2008,),Disruption,of,the,neurexin,1,gene,is,associated,with,schizophrenia,.}	{"NIcCarrol1 SA , Kuruvilla FG , Korn ] 1 \\\\ ’ I , Cawley S , Nemesh ] , et al. ( 2008 ) Integrated detection and population-genetic analysis of SNPs and copy number variation .","Nat Genet ."}	{"Hum 1VIol Genet .","Vrijenhoek T , Buizer ~ V'oskamp ] E , van der Stelt I , Strengman E , Sabatti C , et al. ( 2008 ) Recurrent CNVs disrupt three candidate genes in schizophrenia patients ."}	0.704
RELATION_GENEHPOTERM_journal.pone.0053767.pdf_746_746_23_23_29_31	STAT5/HP:0005506|Chronic myelogenous leukemia	{23}	{29,30,31}	{Nelson,EA,",",VVa1ker,SR,",",VVeisberg,E,",",Bar-Natan,l,"\\\\",I,",",Barrett,R,",",et,al.,(,2011,),The,STAT5,inhibitor,pimozide,decreases,survival,of,chronic,myelogenous,leukemia,cells,resistant,to,kinase,inhibitors,.}	{"J Clin Oncol 29 : 789 * 796 .","19 ."}	{"Blood 117 : 342l — 3429 .","20 ."}	0.862
RELATION_GENEHPOTERM_journal.pone.0092599.pdf_157_157_337_337_253_253	G2/HP:0002858|Meningioma	{337}	{253}	{Case,Brain,tumor,histological,type,WHO,Grade,Sex,Age,R,tissue,R,blood,98,Central,neurocytoma,II,M,25,"1,17","1,26",99,Neurinoma,I,I,F,29,"1,26","1,35",100,Neurinoma,I,(,schwannoma,),F,31,"1,31","1,28",101,Meningothelial,meningioma,F,28,"1,56","1,55",102,Meningothelial,meningioma,F,47,"1,62","1,69",103,Meningothelial,meningioma,F,48,"1,64","1,46",104,Meningothelial,meningioma,F,51,"1,59","1,75",105,Meningothelial,meningioma,F,52,"1,55","1,65",106,Meningothelial,meningioma,F,52,"1,57","1,52",107,Meningothelial,meningioma,F,57,"1,13","1,48",108,Meningothelial,meningioma,F,58,"1,61","1,51",109,Meningothelial,meningioma,F,63,"1,58","1,63",110,Meningothelial,meningioma,F,65,"1,52","1,63",111,Meningothelial,meningioma,M,67,"1,56","1,68",112,Angiomatous,meningioma,M,51,"1,43","1,33",113,Angiomatous,meningioma,F,60,"1,48","1,51",114,Angiomatous,meningioma,M,61,"1,49","1,45",115,Angiomatous,meningioma,F,66,"1,51","1,64",116,Angiomatous,meningioma,F,67,"1,54","1,59",117,Fibrous,meningioma,I,F,55,"1,54","1,51",118,Fibrous,meningioma,partially,psammomatous,F,61,"1,41","1,57",119,Fibrous,meningioma,I,M,63,"1,71","1,67",120,Fibrous,meningioma,I,F,66,"1,57","1,68",121,Fibrous,meningioma,I,M,71,"1,62","1,67",122,Atypical,meningioma,II,F,54,"1,46","1,45",123,Atypical,meningioma,II,M,65,"1,53","1,44",124,Atypical,meningioma,II,M,77,"1,43","1,35",125,Anaplastic,meningioma,III,F,43,"1,42","1,26",126,Anaplastic,meningioma,III,F,73,"0,99","0,95",127,Meningothelial,meningioma,transitionale,I/ll,F,67,"1,54","1,67",128,Transitional,meningioma,partially,psammomatous,I,F,69,"1,53","1,63",129,Transitional,meningioma,I,F,71,"1,48","1,56",130,Haemangiopericytoma,III,M,45,"1,13","0,98",131,Haemangioblastoma,I,F,34,"1,18","1,26",132,Metastatic,tumor,(,ovaw,),G2,F,52,"1,23","0,64",133,Metastatic,tumor,(,ovary,),—,F,61,"0,99","0,71",134,Metastatic,tumor,(,primary,site,not,defined,),»,F,64,"0,47","0,43",135,Metastatic,tumor,(,colon,),G3,M,51,"0,31","0,24",136,Metastatic,tumor,(,rectum,),»,M,60,"0,50","0,69",137,Metastatic,tumor,(,brest,),G2,F,51,"0,70","0,98",138,Metastatic,tumor,(,brest,),»,F,58,"0,97","1,19",139,Metastatic,tumor,(,kidney,),—,M,56,"0,49","1,24",140,Metastatic,tumor,(,lung,),»,F,48,"0,59","0,58",141,Metastatic,tumor,(,lung,),—,F,49,"0,32","0,49",142,Metastatic,tumor,(,lung,),G2,M,49,"0,86","0,70",143,Metastatic,tumor,(,lung,),—,M,49,"0,58","0,97",144,Metastatic,tumor,(,lung,),»,M,50,"0,82","0,88",145,Metastatic,tumor,(,lung,),—,M,51,"1,01","1,18",146,Metastatic,tumor,(,lung,),G3,M,51,"0,75","0,54"}	{"Table 1 .","Cont ."}	{"PLOS ONE | www .","p | osone.org 6 March 2014 | Volume 9 | Issue 3 | e92599"}	0.284
RELATION_GENEHPOTERM_journal.pone.0065624.pdf_42_42_22_22_4_4	SDHA/HP:0002666|Pheochromocytoma	{22}	{4}	{Genes,associated,with,extra-adrenal,pheochromocytomas,(,paragangliomas,),include,four,nuclear,genes,that,encode,subunits,of,the,mitochondrial,enzyme,succinate,dehydrogenase,(,SDHA,",",SDHB,",",SDHC,",",SDHD,),",",which,catalyzes,the,conversion,of,succinate,to,fumarate,in,the,Krebs,Cycle,[,7,],in,addition,to,having,an,association,with,the,hypoxia,pathway,.}	{"Surgical excision of pheochromocytomas represent the only curative therapy , although cytotoxic chemotherapy , high dose [ 1311 ] - metaiodobenzylguanidine ( MIBG ) [ 3 ] , and tyrosine kinase inhibitors [ 4 ] all show some activity in metastatic disease .","The basis of some of these treatment options is based on the discovery of a number of genes associated with pheochromocytomas , including neuroﬁbromin 1 ( NFI ) , von Hippel-Lindau ( VHL ) , transmembrane 127 ( TMEA/I127 ) , proto-oncogene ( REY ) , and MYC associated factor X ( MAX ) [ 5 ] , [ 6 ] ."}	{"HIF2 is another gene associated with the hypoxia pathway and paragangliomas [ 8 ] .","Despite some advancement in the genetics associated with pheochromocytomas , the exact mechanisms of how these tumors form and how the speciﬁc gain or loss of function of genes involved in the pathogenesis of this disease are still largely unknown ."}	0.984
RELATION_GENEHPOTERM_journal.pone.0059750.pdf_145_145_18_18_35_35	CXCR4/HP:0009733|Glioma	{18}	{35}	{Heterogeneous,Cell,Surface,Expression,of,CXCR4,and,CXCR7,by,Primary,Patient,—,derived,GBM,Cells,The,expression,of,CXCR4,and,CXCR7,in,glioma,cell,lines,were,documented,previously,and,CXCR7,is,up-regulated,in,high,grade,gliomas,[,25,],.}	{"A P value under 0.05 was considered signiﬁcant and is indicated with asterisks in ﬁgures .",Results}	{"This prompted us to elucidate the roles of CXCR4 and CXCR7 in GBM progression utilizing primary GBM cells derived from four different patients , namely GBM Lo , L1 , L2 , and S2 ; all lines were characterized to be in the proliferative subclass [ 3 ] .","Levels of CXCL11 , CXCL12 , CXCR4 , and CXCR7 mRNAs were determined by subjecting cell extracts to RT-PCR analysis while cell surface protein expression of the receptors were determined using ﬂow cytometry ."}	0.434
RELATION_GENEHPOTERM_journal.pone.0034975.pdf_560_560_10_10_26_26	TNF/HP:0001909|Leukemia	{10}	{26}	{Others,have,reported,that,I3C,suppressed,NF,KB,stimulation,by,TNF,and,downstream,gene,products,",",including,CCNDl,",",BCL-2,and,TRAFI,",",in,myeloid,and,leukemia,(,Iurkat,),cells,[,30,],",",but,I3C,was,not,capable,of,blocking,the,growth,of,T-cell,lines,that,were,not,infected,with,human,T-cell,leukemia,virus,type-l,(,MOLT-4,",",‘,],urkat,and,CCRF-CEM,),[,29,],.}	{"— .","ALL cell lines , includingjurkat and CEM , at physiological concentrations ."}	{"The SCID mouse model supports the solid growth of subcutaneously injected human acute leukemia blast cells in a manner that is easily measurable and exhibits a dissemination pattern analogous to the human disease [ 31,32 ] .","We supplemented this pre-clinical model with dietary indoles to determine the extent of Xenograft growth suppression following absorption , metabolism and disposition to the grafted cells ."}	0.224
RELATION_GENEHPOTERM_journal.pone.0086917.pdf_122_122_12_12_18_19	RUNX3/HP:0012125|Prostate cancer	{12}	{18,19}	{RUNX3,Expression,is,Reduced,in,Human,Prostate,Cancer,We,ﬁrst,determined,whether,RUNX3,expression,is,changed,in,human,prostate,cancer,.}	{"Differences were considered statistically different at P < 0.05 .",Results}	{"Immunohistochemistry staining was performed in TMA slide containing tumor adjacent normal prostate tissues and prostate cancer tissues .","The presentative pictures were presented in Fig ."}	0.228
RELATION_GENEHPOTERM_journal.pone.0055659.pdf_683_683_26_26_23_24	RDS/HP:0000546|Retinal degeneration	{26}	{23,24}	{In,the,absence,of,mm,],(,and,prp/22,",",also,identiﬁed,from,our,analysis,),",",rods,undergo,degeneration,and,lead,to,retinal,degeneration,in,RDS,mutant,mice,[,45,—,46,],.}	{"This gene was previously found to reside near an eye-loss QTL identiﬁed from a surface x Pachon F 2 pedigree analysis [ 34 ] .","The mm ] gene product confers structural integrity to the outer discs of rod cells [ 44 ] ."}	{"The combination of genetic and expression data provided here further suggests a role for this gene in the heritable loss of the eye in Pachon caveﬁsh .","Another gene demonstrating high levels of expression in surface ﬁsh , but absent from cave forms , is gnatl ."}	0.874
