relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
RELATION_GENEHPOTERM_SCPDFS_41383.pdf_346_346_6_6_13_14	ND4/HP:0001138|Optic neuropathy	{6}	{13,14}	{Functional,alterations,of,the,mitochondrial,encoded,ND4,subunit,associated,with,Leber,’s,hereditary,optic,neuropathy,.}	{"Genomics 26 : 461-466 .","Degli Esposti , M. , Carelli , V. , Ghelli , A. , Ratta , M. , Crimi , M. , Sangiorgi , S. , Montagna , P. , Lenaz , G. , Lugaresi , E. , and Cortelli , P. ( 1994 ) ."}	{"FEBS Lett .","352 : 375-379 ."}	0.974	0.65	1	{HPO_NGRAM_LEFT_1_[hereditary],GENE_NGRAM_LEFT_1_[encode],DEP_PATH_[nn@prep_with-partmod|associate],GENE_NGRAM_RIGHT_1_[subunit],HPO_NGRAM_RIGHT_1_[.],VERB_[encode],VERB_[associate],MIN_VERB_[associate],WORD_SEQ_LEN_[6],"WORD_SEQ_NER_[subunit associate with PERSON ’s hereditary]","WORD_SEQ_[subunit associate with Leber ’s hereditary]"}	{1.86946,1.6512,1.47423,-0.806105,-0.710675,0.475877,0.413389,-0.333532,-0.185899,0,0}
RELATION_GENEHPOTERM_journal.pone.0059722.pdf_60_60_59_59_136_136	CFTR/HP:0002459|Dysautonomia	{59}	{136}	{Bloom,Syndrome,BLM,c.,2207_2212de,|,insTAGA,',|,',|,',C,11,1,Canavan,ASPA,c.,914C,>,A,1,o,Canavan,ASPA,c.,854A,>,C,25,o,Canavan,ASPA,c.,693C,>,A,9,o,Cystic,Fibrosis,CFTR,c.,3454G,>,C,8,o,Cystic,Fibrosis,CFTR,c.,3909C,>,G,5,o,Cystic,Fibrosis,CFTR,c.,3276C,>,A,1,o,Cystic,Fibrosis,CFTR,c.,3846G,>,A,35,1,Cystic,Fibrosis,CFTR,c.,1624G,>,T,8,1,Cystic,Fibrosis,CFTR,c.,1521_1523de,|,CTT,35,o,Cystic,Fibrosis,CFTR,c.,3718,—,2477C,>,T,6,o,Cystic,Fibrosis,CFTR,c.,1585,—,1G,>,A,3,o,Cystic,Fibrosis,CFTR,c.,2988,+1,G,>,A,1,o,Familial,dysautonomia,IKBKAP,c.,2087G,>,C,4,o,Familial,dysautonomia,IKBKAP,c.,2204,+6,T,>,C,43,1,Fanconi,Anemia,Type,C,FACC,c.,456,+4,A,>,T,26,o,Gaucher,Disease,GBA,c.,84_85insG,6,o,Gaucher,Disease,GBA,c.,1226A,>,G,43,o,Gaucher,Disease,GBA,c.,1448T,>,C,3,o,Gaucher,Disease,GBA,c.,1,15,+1,G,>,A,4,o,Neimann,.}	{"Carrier Samp | es * No. .","Affected Samp | es *"}	{"— .","Pick type A SMPD1 c. l493G > T 8 1 Neimann ."}	1	0.02	1	{GENE_NGRAM_RIGHT_1_[c.],HPO_NGRAM_LEFT_1_[familial],MIN_VERB_[c.],VERB_[c.],GENE_NGRAM_LEFT_1_[Fibrosis],HPO_NGRAM_RIGHT_1_[ikbkap]}	{5.35271,1.45181,0.623477,0.437921,0,0}
RELATION_GENEHPOTERM_SCPDFS_18540.pdf_228_228_0_0_5_8	TGFB2/HP:0002622|Dissecting aortic aneurysm	{0}	{5,6,8}	{TGFB2,mutations,cause,familial,thoracic,aortic,aneurysms,and,dissections,associated,with,mild,systemic,features,of,Marfan,syndrome,.}	{References,"Boileau , C , , et al. , 2012 ."}	{"Nat .","Genet ."}	0.998	0.938	1	{GENE_NGRAM_RIGHT_1_[mutation],DEP_PATH_[nn-nsubj|mutation@dobj],HPO_NGRAM_LEFT_1_[thoracic],VERB_[cause],VERB_[associate],WORD_SEQ_LEN_[4],HPO_NGRAM_RIGHT_1_[associate],MIN_VERB_[cause],"WORD_SEQ_[mutation cause familial thoracic]","WORD_SEQ_NER_[mutation cause familial thoracic]"}	{2.63586,1.25416,1.02218,0.655168,0.413389,-0.297655,0.141928,-0.0400453,0,0}
RELATION_GENEHPOTERM_journal.pone.0003062.pdf_48_48_6_6_45_46	CHEK2/HP:0003003|Colon cancer	{6}	{45,46}	{Following,an,initial,report,of,a,CHEK2,germline,mutation,in,a,family,ﬁlling,the,characteristics,of,a,Li-Fraumeni,syndrome,(,LFS,),[,24,],",",recent,papers,have,suggested,germline,mutations,in,CHEK2,to,be,associated,with,a,moderately,increased,risk,of,breast,and,colon,cancers,(,see,references,in,[,25,],),.}	{"Phosphorylation at Ser 20 ( Ser 23 in mice ) by the Chk2 protein ( coded by the CHEK2 gene ) in response to DNA damage activates p53 by inhibiting binding to , and deactivation by , the MDM2 ( Mouse Minute 2 homolog ; HDM2 ) protein [ 18,19,20 ] .","While experimental studies have suggested a critical role of Chk2 in activating p53 apoptotic response to genotoxic stress [ 21,22 ] , others claim Chk2 to be dispensable for p53 activation with respect to apoptosis as well as growth arrest [ 23 ] ."}	{"Recently , we discovered a somatic , nonsense CHEK2 mutation in a single patient expressing resistance to doxorubicin low dose therapy [ 26 ] .","A second mechanism of p53 activation is through p14 ( ARF ) ( p19 in mice ) function ."}	0.988	0.976	0.998	{GENE_NGRAM_RIGHT_1_[germline],VERB_[ﬁlling],MIN_VERB_GENE_[ﬁlling],HPO_NGRAM_RIGHT_1_[(],GENE_NGRAM_LEFT_1_[a],VERB_[associate],HPO_NGRAM_LEFT_1_[and],VERB_[increase],VERB_[suggest],VERB_[have],VERB_[be],MIN_VERB_HPO_[increase],VERB_[(],VERB_[see]}	{2.48289,1.15603,1.15603,-0.931583,0.548994,0.413389,0.337784,-0.284014,-0.264506,0.156579,-0.125888,-0.0908875,0.0638372,-0.00902688}
RELATION_GENEHPOTERM_journal.pone.0007774.pdf_153_153_9_9_12_13	SBP1/HP:0003003|Colon cancer	{9}	{12,13}	{B,",",Western,blotting,analysis,showed,various,expression,of,SBP1,in,human,colon,cancer,cell,lines,;,HCT116,cells,with,stable,transfection,of,SBP1,overexpressing,plasmid,was,used,as,positive,control,.}	{"# indicated different patients .","Unmethylated ( U ) and methylated ( M ) bands were detected by DNA separation on 2 % agarose gels with ethidium bromide ."}	{"C , SBP1 promoter was hypermethylated in HCT116 cells .","Genomic DNA from LS174T , HCT116 , SW480 , Caco — 2 and HT — 29 colon cancer cells was isolated , converted and amplified via MS ."}	0.964	0.844	1	{GENE_NGRAM_LEFT_1_[of],GENE_NGRAM_RIGHT_1_[in],"WORD_SEQ_NER_[in human]","WORD_SEQ_[in human]",HPO_NGRAM_LEFT_1_[human],WORD_SEQ_LEN_[2],HPO_NGRAM_RIGHT_1_[cell],VERB_[overexpress],MIN_VERB_[show],VERB_[use],DEP_PATH_[prep_of-dobj|expression@nn-prep_in|line],VERB_[be],VERB_[show]}	{1.38319,-1.18455,1.07032,1.07032,0.901477,-0.758764,0.712768,0.579081,-0.433694,-0.339976,0.304743,-0.125888,-0.0883508}
RELATION_GENEHPOTERM_journal.pone.0032944.pdf_748_748_24_24_38_39	E2A/HP:0012190|T-cell lymphoma	{24}	{38,39}	{Bain,G,",",Engel,I,",",Robanus,1,"\\\\",’,Iaandag,EC,",",te,Riele,HP,",",V'olandJR,",",et,al.,(,1997,),E2A,deficiency,leads,to,abnormalities,in,alphabeta,T-cell,development,and,to,rapid,development,of,T-cell,lymphomas,.}	{"Aplan PD , Jones CA , Chervinsky DS , Zhao X , Ellsworth 1V1 , et al. ( 1997 ) An scl gene product lacking the transactivation domain induces bony abnormalities and cooperates with L1 \\\\ ’ IO1 to generate T-cell malignancies in transgenic mice .","El\\\\/IBOJ 16 : 2408 — 2419 ."}	{"lV1ol Cell Biol 17 : 4782 — 4791 .","11 ."}	0.936	0.96	1	{GENE_NGRAM_RIGHT_1_[deficiency],GENE_NGRAM_LEFT_1_[)],SINGLE_VERB_[lead],HPO_NGRAM_RIGHT_1_[.],MIN_VERB_GENE_[lead],HPO_NGRAM_LEFT_1_[of],MIN_VERB_HPO_[lead]}	{1.46163,1.22767,0.767843,-0.710675,-0.362923,0.195322,-0.0306249}
RELATION_GENEHPOTERM_journal.pone.0084602.pdf_385_385_29_29_10_10	AQP4/HP:0000969|Edema	{29}	{10}	{Conclusion,From,the,results,of,AQP4,protein,studies,and,brain,edema,development,with,MRI,",",the,treadmill,pre-training,could,minimize,the,ischemic,brain,edema,formation,and,the,down-regulate,of,AQP4,expression,and,this,is,consistent,with,the,other,studies,[,"47,48",],.}	{"These neuroprotective effects may be caused by enhanced collateral circulation in the ischemic core and penumbra area .","Thus , it is interesting to further investigate whether treadmill pre-training improves regional blood supply or brain ischemia tolerance ."}	{"Therefore , pre-conditioning training might act as an effective intervention to reduce the degree of ischemia-induced edema by lowering AQP4 expression .","This study demonstrated that treadmill pre-training can delay or ameliorate the development of ischemic brain edema and it may be achieved by downregulating the expression of AQP4 ."}	0.908	0.93	0.966	{GENE_NGRAM_LEFT_1_[of],HPO_NGRAM_RIGHT_1_[development],INV_VERB_[minimize],INV_VERB_[down-regulate],INV_MIN_VERB_HPO_[down-regulate],INV_VERB_[be],INV_VERB_[[],GENE_NGRAM_RIGHT_1_[expression],HPO_NGRAM_LEFT_1_[brain],INV_MIN_VERB_GENE_[minimize]}	{1.38319,1.21683,0.719008,-0.695402,-0.411867,-0.247002,0.172562,-0.124327,0.0524418,-0.0235651}
RELATION_GENEHPOTERM_journal.pone.0031000.pdf_522_522_19_19_37_39	IL22/HP:0002725|Systemic lupus erythematosus	{19}	{37,38,39}	{Cheng,F,",",Guo,Z,",",Xu,H,",",Yan,D,",",Li,Q,(,2009,),Decreased,plasma,IL22,levels,",",but,not,increased,ILl7,and,IL23,levels,",",correlate,with,disease,activity,in,patients,with,systemic,lupus,erythematosus,.}	{"Zenewicz LA , Yancopoulos GD , Valenzuela Dl \\\\ ’ I , 1\\\\/Iurphy AJ , Karow NI , et al. ( 2007 ) Interleukin-22 but not interleukin-17 provides protection to hepatocytes during acute liver inﬂammation .","Immunity 27 : 647 — 659 ."}	{"Ann Rheum Dis 68 : 604 ~ 606 .","Duhen T , Geiger R , Jarrossay D , Lanzavecchia A , Sallusto F ( 2009 ) Production of interleukin 22 l ) ut not interleukin 17 l ) y a suhset of human skin-homing memory T cells ."}	0.928	1	1	{NEG_VERB_[not]-increase,GENE_NGRAM_LEFT_1_[plasma],HPO_NGRAM_RIGHT_1_[.],GENE_NGRAM_RIGHT_1_[level],HPO_NGRAM_LEFT_1_[with],MIN_VERB_GENE_[decrease],MIN_VERB_HPO_[correlate],VERB_[decrease],VERB_[correlate]}	{1.89388,1.84679,-0.710675,-0.381895,0.285141,-0.280504,-0.187243,-0.15365,-0.0418334}
RELATION_GENEHPOTERM_journal.pone.0056557.pdf_617_617_43_43_55_56	ERK1/HP:0003003|Colon cancer	{43}	{55,56}	{Babykutty,S,",",Priya,PS,",",Nandini,RJ,",",Kumar,"l\\\\/IA",",",Nair,"l\\\\/IS",",",et,al.,(,2012,),Nimbolide,retards,tumor,cell,migration,",",invasion,",",and,angiogenesis,by,downregulating,lVIl,"\\\\",’,IP,~,2,/,9,expression,via,inhibiting,ERK1,/,2,and,reducing,DNA-binding,activity,of,NF,~,KB,in,colon,cancer,cells,.}	{"Ingles-Esteve J , l \\\\ ’ Iorales l \\\\ ’ I , Dalmases A , Garcia-Carbonell R,Jene-Sanz A , et al. ( 2012 ) Inhibition of Specific NF-KB Activity Contributes to the Tumor Suppressor Function of 14-3-3sigma in Breast Cancer sigma in breast cancer .","PLoS One 7 : 038347 ."}	{"lVIol Carcinog 51 : 475 — 490 .",.}	0.926	0.95	0.998	{GENE_NGRAM_LEFT_1_[inhibit],VERB_[retard],HPO_NGRAM_RIGHT_1_[cell],MIN_VERB_HPO_[reduce],GENE_NGRAM_RIGHT_1_[/],MIN_VERB_GENE_[inhibit],HPO_NGRAM_LEFT_1_[in],VERB_[reduce],VERB_[inhibit],VERB_[downregulate]}	{1.6545,1.48746,0.712768,-0.611368,-0.599163,-0.54469,0.485962,-0.231778,0.218387,0.0850215}
RELATION_GENEHPOTERM_SCPDFS_44020.pdf_198_198_18_18_6_6	IFNB1/HP:0001909|Leukemia	{18}	{6}	{In,the,case,of,the,primary,leukemia,cells,from,ALL,pt,4,with,a,partial,deletion,",",the,IFNB1,gene,and,only,two,IFNA,genes,(,IFNA4,",",IFNA21,),and,two,IFN,W,genes,(,IFNWP15,",",IFNW1,),remain,undeleted,.}	{"3 ) .","This means that the large linkage group plus IFNA21 and IFNW1 occupies a distal location within the IFNA/IFN W gene cluster on 9p ."}	{"Thus , the IFNA4 and IFNWP15 genes must be the two last genes at one end of the large linkage group and therefore allow us to orient this linkage group with this end as the distal","Placenta A172 Placenta A1 ?"}	0.904	0.802	0.994	{GENE_NGRAM_LEFT_1_[the],HPO_NGRAM_RIGHT_1_[cell],HPO_NGRAM_LEFT_1_[primary],GENE_NGRAM_RIGHT_1_[gene],INV_MIN_VERB_[(],INV_VERB_[remain],INV_VERB_[(]}	{0.979093,0.712768,0.707316,0.639715,-0.63131,-0.439717,-0.0350134}
RELATION_GENEHPOTERM_journal.pcbi.1000702.pdf_804_804_31_33_28_28	tumor_necrosis_factor/HP:0100242|Sarcoma	{31,32,33}	{28}	{Lissat,A,",",Vraetz,T,",",Tsokos,l,"\\\\",’,I,",",Klein,R,",",Braun,IVI,",",et,al.,(,2007,),Interferongamma,sensitizes,resistant,Ewing,’s,sarcoma,cells,to,tumor,necrosis,factor,apoptosis-inducing,ligand-induced,apoptosis,by,up-regulation,of,caspase-8,without,altering,chemosensitivity,.}	{"Ra_mpino N , Yama_moto H , Ionov Y , Li Y , Sawai H , et al. ( 1997 ) Somatic frameshift mutations in the BAX gene in colon cancers of the microsatellite mutator phenotype .","Science 275 : 9674969 ."}	{"AmJ Pathol 170 : 191741930 .","Teitz T , LahtiJM , Kidd V ] ( 2001 ) Aggressive childhood neuroblastomas do not express caspase-8 : an important component of programmed cell death ."}	0.994	1	1	{HPO_NGRAM_LEFT_1_[’s],"INV_WORD_SEQ_NER_[cell to]","INV_WORD_SEQ_[cell to]",GENE_NGRAM_LEFT_1_[to],INV_WORD_SEQ_LEN_[2],HPO_NGRAM_RIGHT_1_[cell],INV_MIN_VERB_[sensitize],INV_VERB_[sensitize],INV_DEP_PATH_[prep_to@nn],INV_VERB_[alter],GENE_NGRAM_RIGHT_1_[apoptosis-inducing]}	{2.24856,1.05264,1.05264,0.897152,-0.885734,0.712768,-0.429048,0.380078,0.175101,0.0733752,0}
RELATION_GENEHPOTERM_journal.pgen.1002027.pdf_14_14_35_35_43_44	POP1/HP:0002652|Skeletal dysplasia	{35}	{43,44}	{Citation,:,Glazov,EA,",",Zankl,A,",",Donskoi,M,",",Kenna,TJ,",",Thomas,GP,",",et,al.,(,2011,),Who,|,e,»,Exome,Re,~,Sequencing,in,a,Family,Quartet,Identifies,POP1,Mutations,As,the,Cause,of,a,Novel,Skeletal,Dysplasia,.}	{"Our studies identified two novel compound heterozygous | oss — of — function mutations in POP1 , which encodes a core component of the RNase mitochondrial RNA processing ( RNase MRP ) complex that directly interacts with the RMRP RNA domains that are affected in anauxetic dysplasia .","We demonstrate that these mutations impair the integrity and activity of this complex and that they impair cell proliferation , providing likely molecular and cellular mechanisms by which POP1 mutations cause this severe skeletal dysplasia ."}	{"PLoS Genet 7 ( 3 ) : e1002027 .","doi :10.1371 / journa | ."}	0.904	0.954	0.59	{GENE_NGRAM_RIGHT_1_[mutation],GENE_NGRAM_LEFT_1_[identify],MIN_VERB_[identify],HPO_NGRAM_RIGHT_1_[.],HPO_NGRAM_LEFT_1_[novel],WORD_SEQ_LEN_[7],VERB_[|],VERB_[~],VERB_[identify],"WORD_SEQ_[mutation as the cause of a novel]","WORD_SEQ_NER_[mutation as the cause of a novel]",DEP_PATH_[nn@prep_of-pobj|cause-dep|as]}	{2.63586,1.88319,-0.790817,-0.710675,-0.70274,-0.155882,0.119079,0.075236,-0.00833317,0,0,0}
RELATION_GENEHPOTERM_journal.pone.0099364.pdf_588_588_28_28_31_31	SOD1/HP:0001903|Anemia	{28}	{31}	{Iuchi,Y,",",Okada,F,",",Onuma,K,",",Onoda,T,",",Asao,H,",",et,al.,(,2007,),Elevated,oxidative,stress,in,erythrocytes,due,to,a,SOD1,deﬁciency,causes,anemia,and,triggers,autoantil,),ody,production,.}	{"Toxicol Lett 118 : 53 * 59 .",.}	{"Biochemj 402 : 219 * 227 .","Iuchi Y , Okada F , Rina T , K Noriko , T Satoshi , et al. ( 2009 ) Rescue of anaemia and autoimmune responses in SOD1 » deficient mice by transgenic expression of human SOD1 in erythrocytes ."}	0.912	0.7	0.998	{GENE_NGRAM_RIGHT_1_[deﬁciency],WORD_SEQ_LEN_[2],VERB_[cause],HPO_NGRAM_RIGHT_1_[and],GENE_NGRAM_LEFT_1_[a],HPO_NGRAM_LEFT_1_[cause],"WORD_SEQ_NER_[deﬁciency cause]","WORD_SEQ_[deﬁciency cause]",VERB_[trigger],MIN_VERB_[cause],DEP_PATH_[nn-prep_due_to|deﬁciency@dobj]}	{1.78302,-0.758764,0.655168,-0.560082,0.548994,0.46382,0.260226,0.260226,-0.0609816,-0.0400453,0}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0065215.pdf_189_189_7_7_14_14	GCH1/HP:0001332|Dystonia	{7}	{14}	{In,the,present,study,",",three,male,GCH1,mutation,carriers,had,no,symptoms,of,dystonia,",",although,all,of,them,were,older,than,36,years,.}	{"In our study , we found that there is indeed marked intrafamilial variability in age of onset , including a 45-year gap between two affected siblings in family 12 .","Previous research has demonstrated a sex bias in DRD patients , with a femalezmale ratio of 4.3 ; the GCH1 mutation penetrance is 2.3 times higher in females than in males [ 9 ] ."}	{"Only one of the two TH mutations that we found in our study had the potential to change protein structure : the Gly397Arg mutation changed a neutral and polar glycine to a basic arginine .","PLOS ONE | www ."}	0.98	0.998	0.998	{GENE_NGRAM_RIGHT_1_[mutation],GENE_NGRAM_LEFT_1_[male],"HPO_NGRAM_RIGHT_1_[,]",MIN_VERB_[have],HPO_NGRAM_LEFT_1_[of],WORD_SEQ_LEN_[6],VERB_[have],VERB_[be],"WORD_SEQ_NER_[mutation carrier have no symptom of]",DEP_PATH_[nn-nsubj|carrier@prep_of-dobj|symptom],"WORD_SEQ_[mutation carrier have no symptom of]"}	{2.63586,1.74029,-0.507957,-0.360271,0.195322,-0.185899,0.156579,-0.125888,0,0,0}
RELATION_GENEHPOTERM_journal.pone.0098947.pdf_49_49_49_49_56_56	p21/HP:0001009|Telangiectasia	{49}	{56}	{The,involvement,of,intracellular,signaling,molecules,including,mitogen-activated,protein,kinases,(,MAPK,),and,their,downstream,proteins,[,"42,43",],",",protein,kinase,C,(,PKC,),isoforms,[,44,],",",tumor,protein,53,(,p53,),[,"45,46",],",",cyclin-dependent,kinase,inhibitor,lA,(,CDKNIA,",",p21,),[,47,],",",ataxia,telangiectasia,mutated,protein,(,ATM,),[,44,],",",and,ataxia,telangiectasia,and,Rad3,related,(,ATR,),DNA-dependent,protein,kinase,(,DNA-PK,),[,"44,48",],have,also,been,implicated,.}	{"Depending upon the cell and tissue type , bystander signals can be transmitted either through the culture medium [ 17 ] or by cellto-cell contact including gap junctional communication [ 37 ] .","Some of the candidate intercellular signaling molecules that have been implicated in bystander effects are reactive oxygen species [ 20,38 ] , reactive nitrogen species [ 20,38 ] , nitric oxide [ 27,38 ] , cytokines such as TGFB and interleukin 8 [ 39 ] , and small molecules such as amino acids [ 37,40,4 l ] ."}	{"Recently , some laboratories have suggested that the presence of serotonin in the serum is one of the key factors involved in the bystander effect [ 49 — 5l ] , however this ﬁnding has been disputed [ 52 ] .","Most bystander effect studies have been performed using x-rays [ 22,24,29 ] , gamma rays [ l7 ,35,53 ] and alpha particles [ 47,54,55 ] , however , little has been done concerning the effects of neutron radiation [ 56 ] ."}	0.972	0.282	0.596	{HPO_NGRAM_LEFT_1_[ataxia],VERB_[mutate],GENE_NGRAM_RIGHT_1_[)],"GENE_NGRAM_LEFT_1_[,]",HPO_NGRAM_RIGHT_1_[mutate],VERB_[implicate],"WORD_SEQ_NER_[NUMBER NUMBER NUMBER ] , ataxia]",DEP_PATH_[dep@],VERB_[include],VERB_[[],WORD_SEQ_LEN_[6],MIN_VERB_[mutate],VERB_[have],VERB_[be],VERB_[signal],VERB_[(],"WORD_SEQ_[) [ 47 ] , ataxia]"}	{2.60423,1.98024,-1.96269,1.35772,-0.96892,0.508292,0.333683,-0.277507,0.228591,0.18615,-0.185899,-0.159062,0.156579,-0.125888,-0.12357,0.0638372,0}
RELATION_GENEHPOTERM_journal.pone.0067527.pdf_580_580_28_28_32_32	RYR1/HP:0002304|Akinesia	{28}	{32}	{Romero,NB,",",Nlonnier,N,",",Viollet,L,",",Cortey,A,",",Chevallay,1V1,",",et,al.,(,2003,),Dominant,and,recessive,central,core,disease,associated,with,RYR1,mutations,and,fetal,akinesia,.}	{"Hum 1VIutat 31 : E1544 — 1550 .",.}	{"Brain 126 : 2341 — 2349 .",.}	0.97	0.978	0.754	{GENE_NGRAM_RIGHT_1_[mutation],GENE_NGRAM_LEFT_1_[with],HPO_NGRAM_RIGHT_1_[.],SINGLE_VERB_[associate],WORD_SEQ_LEN_[3],MIN_VERB_[associate],DEP_PATH_[nn@conj_and],HPO_NGRAM_LEFT_1_[fetal],"WORD_SEQ_NER_[mutation and fetal]","WORD_SEQ_[mutation and fetal]"}	{2.63586,0.821079,-0.710675,0.473229,-0.385881,-0.333532,0.321161,0.149669,0,0}
RELATION_GENEHPOTERM_gb-2004-5-7-111.pdf_150_150_27_27_208_209	NEFH/HP:0001902|Giant platelets	{27}	{208,209}	{Conotruncal,cardiac,anomalies,SCZD4,I5,2,(,I3,%,),600850,"{",Possible,susceptibility,to,schizophrenia,"}",ADSL,I5,2,(,I3,%,),608222,Adenylosuccinase,deﬁciency,NEFH,I5,o,(,o,%,),I62230,"{",Possible,susceptibility,to,amyotrophic,lateral,sclerosis,"}",SLC5AI,I5,o,(,o,%,),I82380,Glucose/galactose,malabsorption,CRYBB2,I2,2,(,I7,%,),I23620,Cataract,",",cerulean,",",type,2,;,cataract,",",sutural,",",with,punctate,and,cerulean,opacities,GGTI,I2,o,(,o,%,),23,I950,Glutathioninuria,A4GALT,I,I,5,(,45,%,),607922,[,Blood,group,",",P,system,],HMOXI,I,I,5,(,45,%,),I4I250,Heme,oxygenase-I,deﬁciency,CSFZRB,I,I,I,(,9,%,),I3898I,Pulmonary,alveolar,proteinosis,ACR,I,I,o,(,o,%,),I02480,"{",Possible,male,infertility,due,to,acrosin,deﬁciency,"}",MLCI,Io,8,(,80,%,),605908,Megalencephalic,Ieukoencephalopathy,with,subcortical,cysts,SCAIO,Io,5,(,50,%,),6035,I,6,Spinocerebellar,ataxia,-,I,o,FBLNI,Io,2,(,20,%,),I35820,Synpolydactyly,",",3/3,',4,",",associated,with,metacarpal,and,metatarsalsynostoses,GPIBB,9,I,(,I,I,%,),I38720,Bernard-Soulier,syndrome,",",type,B,;,isolated,giant,platelet,disorder,HCF2,9,o,(,o,%,),I42360,Thrombophilia,due,to,heparin,cofactor,II,deﬁciency,RAC2,8,6,(,75,%,),602049,Neutrophil,immunodeﬁciency,syndrome,http://genomebioIogy.com/2004/5/7/I,I,I}	{"NAGA 23 I ( 4 % ) I04I70 Schindler disease ; Kanzaki disease ; mild NAGA deﬁciency ACF 2 | I ( 5 % ) I25520 Cayler cardiofacial syndrome MYH9 20 I2 ( 60 % ) I60775 May-Hegglin anomaly ; Fechtner syndrome ; Sebastian syndrome ; autosomal dominant deafness I7 ; Epstein syndrome","EP300 I6 8 ( 50 % ) 602700 Colorectal cancer TIMP3 I6 6 ( 38 % ) I88826 Sorsby fundus dystrophy SMARCBI I6 3 ( I9 % ) 60I607 Rhabdoid tumors ; rhabdoid familial predisposition syndrome CTHM I6 2 ( I3 % ) 2 | 7095 ?"}	{"Table 4 ( continued )","Genome Biology 2004 ,"}	1	0.592	0.998	{GENE_NGRAM_LEFT_1_[deﬁciency],HPO_NGRAM_LEFT_1_[isolate],VERB_[scaio],VERB_[metatarsalsynostose],VERB_[ggti],MIN_VERB_[ggti],VERB_[associate],HPO_NGRAM_RIGHT_1_[disorder],VERB_[(],VERB_[isolate],GENE_NGRAM_RIGHT_1_[i5]}	{3.02645,1.66216,0.596555,0.596555,0.596555,0.596555,0.413389,0.285675,0.0638372,-0.0461761,0}
RELATION_GENEHPOTERM_SCPDFS_18990.pdf_262_262_4_4_24_25	NA/HP:0011220|Prominent forehead	{4}	{24,25}	{Failure,to,thrive,4/7,NA,Short,stature,3/7,—,Psychomotor,retardation,7/7,NA,Hypotonia,4/7,NA,Hearing,problem,1/7,NA,Short,neck,3/7,—,Prominent,forehead,3/7,+,Down,—,slanting,palpebral,ﬁs,—,4/7,+,sures,Hypertelorism,4/7,+,Flat,nasal,bridge,5/7,+,Anteverted,nostrils,4/7,+,Cleft/high,arched,palate,6/7,—,Micrognathia,4/7,+,Low,—,set,abnormal,ears,6/7,+,Thin,limbs,4/7,—,Arachno/camptodactyly,3/7,+,Hip,dislocation,2/7,NA,Club,feet,2/7,—,Kyphoscoliosis,2/7,—,Heart,defects,1/7,+,Urogenital,anomaly,3/7,—,Polyposis,coli,1/7,NA}	{"Present ( 2006 ) case","Sex 4 M , 3 F M"}	{"4 .",Discussion}	1	0.114	0.986	{VERB_[thrive],MIN_VERB_HPO_[—],VERB_[arch],GENE_NGRAM_RIGHT_1_[Short],HPO_NGRAM_LEFT_1_[—],VERB_[—],MIN_VERB_GENE_[thrive],HPO_NGRAM_RIGHT_1_[3/7],GENE_NGRAM_LEFT_1_[4/7],VERB_[sure]}	{2.34277,1.03387,0.967552,0.717552,-0.300291,0.264635,0.102458,0,0,0}
RELATION_GENEHPOTERM_journal.pone.0007577.pdf_636_636_28_28_47_48	E3/HP:0004482|Relative macrocephaly	{28}	{47,48}	{Tarpey,PS,",",Raymond,FL,",",O’Nleara,S,",",Edkins,S,",",Teague,J,",",et,al.,(,2007,),Nlutations,in,CUL4B,",",which,encodes,a,ubiquitin,E3,ligase,subunit,",",cause,an,X,»,linked,mental,retardation,syndrome,associated,with,aggressive,outbursts,",",seizures,",",relative,macrocephaly,",",central,obesity,",",hypogonadism,",",pes,cavus,",",and,tremor,.}	{"Nlori F , Nishie 1 \\\\ ’ I , Piao YS , Kito K , Kamitani T , et al. ( 2005 ) Accumulation of NEDD8 in neuronal and glial inclusions of neurodegenerative disorders .","Neuropathol Appl Neurobiol 31 : 53 — 61 ."}	{"Am ] Hum Genet 80 : 345 — 352 .","Zou Y , Liu Q Chen B , Zhang X , Guo C , et al. ( 2007 ) Nlutation in CUL413 , which encodes a member of cullin ~ RlNG ubiquitin ligase complex , causes X » linked mental retardation ."}	0.946	0.386	1	{VERB_[pe],GENE_NGRAM_RIGHT_1_[ligase],VERB_[link],VERB_[cause],"HPO_NGRAM_RIGHT_1_[,]",VERB_[encode],MIN_VERB_GENE_[encode],VERB_[associate],GENE_NGRAM_LEFT_1_[ubiquitin],"HPO_NGRAM_LEFT_1_[,]",MIN_VERB_HPO_[cause]}	{2.60362,-1.94258,0.854842,0.655168,-0.507957,0.475877,0.450247,0.413389,-0.193652,-0.048381,0.0367726}
